sentence,label,tokens,tree
... a guiltless film for nice evening out .,0.6805599927902222,...|a|guiltless|film|for|nice|evening|out|.,17|14|13|13|12|11|10|10|16|11|12|15|14|15|16|17|0
"Deflated ending aside , there 's much to recommend the film .",0.7222200036048889,"Deflated|ending|aside|,|there|'s|much|to|recommend|the|film|.",22|21|21|20|19|17|16|15|14|13|13|18|14|15|16|17|18|19|20|23|22|23|0
"It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .",0.9027799963951111,"It|'s|a|treat|--|a|delightful|,|witty|,|improbable|romantic|comedy|with|a|zippy|jazzy|score|...|Grant|and|Bullock|make|it|look|as|though|they|are|having|so|much|fun|.",64|63|60|60|61|58|57|56|55|54|53|52|52|51|50|49|48|48|65|45|45|46|44|43|42|41|40|39|38|37|35|35|36|67|36|37|38|39|40|41|42|43|44|47|46|47|66|49|50|51|59|53|54|55|56|57|58|59|62|61|62|63|64|65|66|67|0
"Performances all around are tops , with the two leads delivering Oscar-caliber performances .",0.7777799963951111,"Performances|all|around|are|tops|,|with|the|two|leads|delivering|Oscar-caliber|performances|.",26|25|25|21|21|22|20|18|17|17|16|15|15|24|16|19|18|19|20|23|22|23|24|27|26|27|0
"Everything about The Quiet American is good , except its timing .",0.7777799963951111,"Everything|about|The|Quiet|American|is|good|,|except|its|timing|.",22|21|20|19|19|15|15|16|14|13|13|18|14|17|16|17|18|23|20|21|22|23|0
A savage John Waters-like humor that dances on the edge of tastelessness without ever quite falling over .,0.5555599927902222,A|savage|John|Waters-like|humor|that|dances|on|the|edge|of|tastelessness|without|ever|quite|falling|over|.,31|30|29|28|28|27|26|25|24|24|23|23|22|20|20|19|19|35|21|21|22|34|33|25|26|27|32|29|30|31|32|33|34|35|0
At once a testament to the divine calling of education and a demonstration of the painstaking process of imparting knowledge .,0.75,At|once|a|testament|to|the|divine|calling|of|education|and|a|demonstration|of|the|painstaking|process|of|imparting|knowledge|.,40|40|37|37|36|32|31|31|30|30|34|28|28|27|26|26|24|23|22|22|25|23|24|25|39|27|29|29|35|33|32|33|34|35|36|38|38|39|41|41|0
May seriously impair your ability to ever again maintain a straight face while speaking to a highway patrolman .,0.5555599927902222,May|seriously|impair|your|ability|to|ever|again|maintain|a|straight|face|while|speaking|to|a|highway|patrolman|.,37|36|34|33|32|31|29|29|27|26|25|25|24|23|22|21|20|20|35|21|22|23|24|28|26|27|28|30|30|31|32|33|34|35|36|37|0
"It 's an interesting effort ( particularly for JFK conspiracy nuts ) , and Barry 's cold-fish act makes the experience worthwhile .",0.625,"It|'s|an|interesting|effort|(|particularly|for|JFK|conspiracy|nuts|)|,|and|Barry|'s|cold-fish|act|makes|the|experience|worthwhile|.",41|39|38|37|37|36|34|33|32|31|31|35|42|43|28|28|27|27|26|24|24|25|45|25|26|30|29|29|30|44|32|33|34|35|36|40|38|39|40|41|42|43|44|45|0
"They 're just a couple of cops in Copmovieland , these two , but in Narc , they find new routes through a familiar neighborhood .",0.708329975605011,"They|'re|just|a|couple|of|cops|in|Copmovieland|,|these|two|,|but|in|Narc|,|they|find|new|routes|through|a|familiar|neighborhood|.",47|45|45|43|43|42|41|40|38|38|37|37|48|49|35|35|34|33|31|30|30|29|28|27|27|51|28|29|32|31|32|33|34|36|36|50|39|39|40|41|42|44|44|46|46|47|48|49|50|51|0
Brings awareness to an issue often overlooked -- women 's depression .,0.583329975605011,Brings|awareness|to|an|issue|often|overlooked|--|women|'s|depression|.,18|18|17|16|16|15|15|21|14|13|13|23|14|22|20|17|19|19|20|21|22|23|0
It 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 .,0.2916699945926666,It|'s|a|shame|the|marvelous|first|101|minutes|have|to|be|combined|with|the|misconceived|final|5|.,37|35|33|33|31|28|28|29|30|27|26|25|24|23|22|20|20|21|36|21|22|23|24|25|26|27|32|29|30|31|32|34|34|35|36|37|0
"It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .",0.7222200036048889,"It|has|a|caffeinated|,|sloppy|brilliance|,|sparkling|with|ideas|you|wish|had|been|developed|with|more|care|,|but|animated|by|an|energy|that|puts|the|dutiful|efforts|of|more|disciplined|grade-grubbers|to|shame|.",73|68|65|63|62|62|64|66|60|59|59|58|57|56|55|54|53|52|52|69|70|50|49|47|47|46|45|43|42|42|41|39|39|40|38|38|72|51|40|41|44|43|44|45|46|48|48|49|50|51|71|53|54|55|56|57|58|61|60|61|67|63|64|65|66|67|68|69|70|71|72|73|0
"You can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good . '",0.75,"You|can|almost|see|Mendes|and|company|getting|together|before|a|single|frame|had|been|shot|and|collectively|vowing|,|`|This|is|going|to|be|something|really|good|.|'",61|57|57|56|53|53|54|48|48|47|45|44|44|43|42|42|50|51|39|39|40|38|37|36|35|34|33|32|32|59|60|33|34|35|36|37|38|41|40|41|52|43|46|45|46|47|49|49|50|51|52|55|54|55|56|58|58|59|60|61|0
And it is .,0.6111099720001221,And|it|is|.,7|6|5|5|6|7|0
Foster and Whitaker are especially fine .,0.8194400072097778,Foster|and|Whitaker|are|especially|fine|.,11|11|12|9|8|8|10|9|10|13|12|13|0
"She is a lioness , protecting her cub , and he a reluctant villain , incapable of controlling his crew .",0.6527799963951111,"She|is|a|lioness|,|protecting|her|cub|,|and|he|a|reluctant|villain|,|incapable|of|controlling|his|crew|.",36|35|34|34|37|30|29|29|31|32|28|27|26|26|39|25|24|23|22|22|41|23|24|25|40|27|28|33|30|31|32|33|38|35|36|37|38|39|40|41|0
Undoubtedly the scariest movie ever made about tattoos .,0.625,Undoubtedly|the|scariest|movie|ever|made|about|tattoos|.,17|15|14|14|12|11|10|10|13|11|12|13|16|15|16|17|0
A movie that will wear you out and make you misty even when you do n't want to be .,0.5555599927902222,A|movie|that|will|wear|you|out|and|make|you|misty|even|when|you|do|n't|want|to|be|.,37|37|36|35|31|31|32|33|30|29|28|27|26|25|24|24|22|21|21|23|22|23|39|25|26|27|28|29|30|34|32|33|34|35|36|38|38|39|0
"Not only better than its predecessor , it may rate as the most magical and most fun family fare of this or any recent holiday season .",1.0,"Not|only|better|than|its|predecessor|,|it|may|rate|as|the|most|magical|and|most|fun|family|fare|of|this|or|any|recent|holiday|season|.",50|50|51|49|48|48|47|46|44|43|42|40|36|36|37|38|35|34|34|33|31|31|30|29|28|28|45|29|30|32|32|33|41|35|39|37|38|39|40|41|42|43|44|45|46|47|53|49|52|51|52|53|0
"Though the story ... is hackneyed , the characters have a freshness and modesty that transcends their predicament .",0.6944400072097778,"Though|the|story|...|is|hackneyed|,|the|characters|have|a|freshness|and|modesty|that|transcends|their|predicament|.",36|34|34|33|32|32|31|29|29|27|25|23|23|24|22|21|20|20|28|21|22|26|24|25|26|27|28|30|30|31|37|33|35|35|36|37|0
"Although Frailty fits into a classic genre , in its script and execution it is a remarkably original work .",0.666670024394989,"Although|Frailty|fits|into|a|classic|genre|,|in|its|script|and|execution|it|is|a|remarkably|original|work|.",38|37|34|33|32|31|31|35|30|29|27|27|28|26|24|23|21|21|22|25|22|23|24|25|26|39|28|29|30|36|32|33|34|35|36|37|38|39|0
"If this movie leaves you cool , it also leaves you intriguingly contemplative .",0.5555599927902222,"If|this|movie|leaves|you|cool|,|it|also|leaves|you|intriguingly|contemplative|.",26|24|24|23|22|22|21|20|19|17|16|15|15|18|16|17|18|19|20|21|27|23|25|25|26|27|0
"The climactic events are so well realized that you may forget all about the original conflict , just like the movie does",0.5277799963951111,"The|climactic|events|are|so|well|realized|that|you|may|forget|all|about|the|original|conflict|,|just|like|the|movie|does",42|41|41|39|38|38|37|36|35|34|31|30|29|28|27|27|32|26|25|23|23|24|24|25|26|33|28|29|30|31|32|33|34|35|36|37|40|39|40|43|42|43|0
A rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children 's television .,0.2916699945926666,A|rude|black|comedy|about|the|catalytic|effect|a|holy|fool|has|upon|those|around|him|in|the|cutthroat|world|of|children|'s|television|.,47|46|45|45|44|42|41|41|40|39|39|37|36|34|33|33|32|30|29|29|28|26|26|27|38|27|28|31|30|31|32|35|34|35|36|37|38|49|40|43|42|43|44|48|46|47|48|49|0
"All comedy is subversive , but this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work just becomes sad .",0.125,"All|comedy|is|subversive|,|but|this|unrelenting|bleak|insistence|on|opting|out|of|any|opportunity|for|finding|meaning|in|relationships|or|work|just|becomes|sad|.",48|48|47|47|50|51|44|43|42|42|41|39|39|38|36|36|35|34|33|32|30|30|31|29|28|28|53|29|46|31|32|33|34|35|37|37|38|40|40|41|45|43|44|45|46|52|49|49|50|51|52|53|0
"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",0.8888900279998779,"If|a|horror|movie|'s|primary|goal|is|to|frighten|and|disturb|,|then|They|works|spectacularly|well|...|A|shiver-inducing|,|nerve-rattling|ride|.",48|45|44|43|43|42|42|41|40|38|38|39|37|36|35|31|30|30|32|27|27|28|26|26|34|29|28|29|33|31|32|33|34|35|36|37|49|39|40|41|47|46|44|45|46|47|48|49|0
"A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .",0.6111099720001221,"A|playful|Iranian|parable|about|openness|,|particularly|the|need|for|people|of|diverse|political|perspectives|to|get|along|despite|their|ideological|differences|.",45|44|43|43|42|40|40|39|39|36|35|34|33|32|31|31|30|28|28|27|26|25|25|38|26|27|29|29|30|37|32|33|34|35|36|37|38|47|41|41|42|46|44|45|46|47|0
"Brilliantly written and well-acted , Yellow Asphalt is an uncompromising film .",0.958329975605011,"Brilliantly|written|and|well-acted|,|Yellow|Asphalt|is|an|uncompromising|film|.",20|20|21|22|19|17|17|15|14|13|13|16|14|15|16|18|18|19|23|21|22|23|0
"That ` Alabama ' manages to be pleasant in spite of its predictability and occasional slowness is due primarily to the perkiness of Witherspoon ( who is always a joy to watch , even when her material is not first-rate ) ...",0.666670024394989,"That|`|Alabama|'|manages|to|be|pleasant|in|spite|of|its|predictability|and|occasional|slowness|is|due|primarily|to|the|perkiness|of|Witherspoon|(|who|is|always|a|joy|to|watch|,|even|when|her|material|is|not|first-rate|)|...",79|78|77|77|76|75|74|73|72|71|70|69|69|81|67|67|64|64|65|63|60|60|59|59|58|56|54|54|53|52|51|48|48|49|47|45|45|43|43|44|57|83|44|46|46|47|50|49|50|51|52|53|55|55|56|57|58|62|61|61|62|63|66|65|66|68|68|82|70|71|72|73|74|75|76|80|78|79|80|81|82|83|0
"Personal Velocity has a no-frills docu-Dogma plainness , yet Miller lingers on invisible , nearly psychic nuances , leaping into digressions of memory and desire .",0.5555599927902222,"Personal|Velocity|has|a|no-frills|docu-Dogma|plainness|,|yet|Miller|lingers|on|invisible|,|nearly|psychic|nuances|,|leaping|into|digressions|of|memory|and|desire|.",46|46|45|44|43|42|42|48|49|41|40|39|36|35|34|33|33|37|32|31|30|29|27|27|28|51|28|29|30|31|32|38|34|35|36|37|38|39|40|41|50|43|44|45|47|47|48|49|50|51|0
She boxes these women 's souls right open for us .,0.75,She|boxes|these|women|'s|souls|right|open|for|us|.,21|18|15|14|14|16|13|13|12|12|20|19|17|15|16|17|18|19|20|21|0
A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,0.9444400072097778,A|fascinating|literary|mystery|story|with|multiple|strands|about|the|controversy|of|who|really|wrote|Shakespeare|'s|plays|.,35|34|33|32|32|31|31|29|28|26|26|25|24|23|22|20|20|21|30|21|22|23|24|25|27|27|28|29|30|37|36|33|34|35|36|37|0
"Throughout , Mr. Audiard 's direction is fluid and quick .",0.7777799963951111,"Throughout|,|Mr.|Audiard|'s|direction|is|fluid|and|quick|.",21|20|17|16|16|18|14|12|12|13|15|13|14|15|19|17|18|19|20|21|0
A dashing and absorbing outing with one of France 's most inventive directors .,0.7777799963951111,A|dashing|and|absorbing|outing|with|one|of|France|'s|most|inventive|directors|.,25|23|23|24|22|21|20|19|17|17|16|15|15|27|16|18|18|19|20|21|22|26|24|25|26|27|0
"It 's a fine , old-fashioned-movie movie , which is to say it 's unburdened by pretensions to great artistic significance .",0.7777799963951111,"It|'s|a|fine|,|old-fashioned-movie|movie|,|which|is|to|say|it|'s|unburdened|by|pretensions|to|great|artistic|significance|.",43|41|38|37|36|35|35|39|34|33|32|31|30|29|27|26|26|25|24|23|23|42|24|25|28|27|28|29|30|31|32|33|34|40|36|37|38|39|40|41|42|43|0
"... flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .",0.7361099720001221,"...|flat-out|amusing|,|sometimes|endearing|and|often|fabulous|,|with|a|solid|cast|,|noteworthy|characters|,|delicious|dialogue|and|a|wide|supply|of|effective|sight|gags|.",57|44|44|45|43|43|47|42|42|41|39|38|37|37|40|36|36|51|35|35|53|34|33|33|32|31|30|30|56|31|32|55|34|54|52|50|38|39|40|41|49|48|46|45|46|47|48|49|50|51|52|53|54|55|56|57|0
The Trials of Henry Kissinger is a remarkable piece of filmmaking ... because you get it .,0.8888900279998779,The|Trials|of|Henry|Kissinger|is|a|remarkable|piece|of|filmmaking|...|because|you|get|it|.,31|31|30|29|29|25|23|22|22|21|21|26|20|19|18|18|28|19|20|27|24|23|24|25|26|27|28|33|30|32|32|33|0
Nachtwey clears the cynicism right out of you .,0.5694400072097778,Nachtwey|clears|the|cynicism|right|out|of|you|.,17|15|13|13|12|11|10|10|16|11|12|14|14|15|16|17|0
He makes you realize that deep inside righteousness can be found a tough beauty .,0.833329975605011,He|makes|you|realize|that|deep|inside|righteousness|can|be|found|a|tough|beauty|.,29|27|26|25|24|22|21|21|20|19|18|17|16|16|28|17|18|19|20|23|22|23|24|25|26|27|28|29|0
What it lacks in substance it makes up for in heart .,0.6527799963951111,What|it|lacks|in|substance|it|makes|up|for|in|heart|.,22|21|20|19|19|18|15|15|14|13|13|17|14|16|16|17|18|23|20|21|22|23|0
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .,0.791670024394989,Robert|Harmon|'s|less-is-more|approach|delivers|real|bump-in|-|the-night|chills|--|his|greatest|triumph|is|keeping|the|creepy|crawlies|hidden|in|the|film|'s|thick|shadows|.,50|49|49|48|48|47|44|44|45|43|43|53|41|40|40|39|38|36|35|35|34|33|31|30|30|29|29|55|32|31|32|33|34|37|36|37|38|39|42|41|42|54|46|45|46|47|52|51|50|51|52|53|54|55|0
"With its hint of an awkward Hitchcockian theme in tact , Harmon 's daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone",0.4166699945926666,"With|its|hint|of|an|awkward|Hitchcockian|theme|in|tact|,|Harmon|'s|daunting|narrative|promotes|a|reasonable|landscape|of|conflict|and|pathos|to|support|the|scattershot|terrorizing|tone",56|54|54|53|51|50|49|49|48|48|47|44|44|43|43|40|38|37|37|36|36|41|35|34|33|32|31|30|30|31|32|33|34|35|42|39|38|39|40|41|42|46|45|45|46|47|57|52|50|51|52|53|55|55|56|57|0
"In Auteil 's less dramatic but equally incisive performance , he 's a charismatic charmer likely to seduce and conquer .",0.666670024394989,"In|Auteil|'s|less|dramatic|but|equally|incisive|performance|,|he|'s|a|charismatic|charmer|likely|to|seduce|and|conquer|.",40|38|38|34|34|35|33|33|37|32|31|29|27|26|26|25|24|22|22|23|30|23|24|25|28|27|28|29|30|31|32|41|36|35|36|37|39|39|40|41|0
"The heart of the film is a touching reflection on aging , suffering and the prospect of death .",0.6111099720001221,"The|heart|of|the|film|is|a|touching|reflection|on|aging|,|suffering|and|the|prospect|of|death|.",35|35|34|33|33|31|29|28|28|27|23|23|24|25|21|21|20|20|32|22|22|26|24|25|26|27|30|29|30|31|32|37|34|36|36|37|0
Will you go ape over this movie ?,0.541670024394989,Will|you|go|ape|over|this|movie|?,13|13|11|11|10|9|9|15|10|12|12|14|14|15|0
"Well , it probably wo n't have you swinging from the trees hooting it 's praises , but it 's definitely worth taking a look .",0.625,"Well|,|it|probably|wo|n't|have|you|swinging|from|the|trees|hooting|it|'s|praises|,|but|it|'s|definitely|worth|taking|a|look|.",47|46|45|44|42|42|41|40|39|38|36|36|35|34|33|33|48|49|32|29|29|30|28|27|27|51|28|31|30|31|32|50|34|35|37|37|38|39|40|41|43|43|44|45|46|47|48|49|50|51|0
Its director 's most substantial feature for some time .,0.791670024394989,Its|director|'s|most|substantial|feature|for|some|time|.,18|18|16|13|13|14|12|11|11|17|12|15|14|15|16|17|19|19|0
"Fontaine 's direction , especially her agreeably startling use of close-ups and her grace with a moving camera , creates sheerly cinematic appeal .",0.8055599927902222,"Fontaine|'s|direction|,|especially|her|agreeably|startling|use|of|close-ups|and|her|grace|with|a|moving|camera|,|creates|sheerly|cinematic|appeal|.",42|42|43|44|41|37|35|35|36|34|34|39|32|32|31|30|29|29|46|27|26|25|25|28|26|27|28|47|30|31|33|33|40|38|36|37|38|39|40|41|45|43|44|45|46|47|0
"The Son Of The Bride 's humour is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues .",0.8472200036048889,"The|Son|Of|The|Bride|'s|humour|is|born|out|of|an|engaging|storyline|,|which|also|is|n't|embarrassed|to|make|you|reach|for|the|tissues|.",54|54|52|50|49|49|51|47|45|45|44|41|40|40|42|39|38|36|36|35|34|33|32|31|30|29|29|48|30|31|32|33|34|35|37|37|38|39|43|41|42|43|44|46|46|47|48|53|50|51|52|53|55|55|0
This movie is to be cherished .,0.916670024394989,This|movie|is|to|be|cherished|.,12|12|10|9|8|8|11|9|10|11|13|13|0
"... a visually seductive , unrepentantly trashy take on Rice 's second installment of her Vampire Chronicles .",0.5972200036048889,"...|a|visually|seductive|,|unrepentantly|trashy|take|on|Rice|'s|second|installment|of|her|Vampire|Chronicles|.",35|33|32|32|31|29|29|27|26|23|23|22|22|21|20|19|19|28|20|21|25|24|24|25|26|27|28|30|30|31|34|33|34|35|0
"The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .",0.916670024394989,"The|story|'s|scope|and|pageantry|are|mesmerizing|,|and|Mr.|Day-Lewis|roars|with|leonine|power|.",27|26|26|24|24|25|23|23|30|31|21|21|20|19|18|18|33|19|20|22|22|32|29|25|28|27|28|29|30|31|32|33|0
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,0.8194400072097778,P.T.|Anderson|understands|the|grandness|of|romance|and|how|love|is|the|great|equalizer|that|can|calm|us|of|our|daily|ills|and|bring|out|joys|in|our|lives|that|we|never|knew|were|possible|.,67|67|66|64|64|63|63|69|61|60|59|57|56|56|55|54|50|50|49|48|47|47|52|44|44|43|42|41|41|40|39|38|38|37|37|71|62|39|40|46|42|43|45|45|46|53|48|49|51|51|52|53|54|55|58|57|58|59|60|61|62|70|65|65|66|68|68|69|70|71|0
"Twenty years later , E.T. is still a cinematic touchstone .",0.8888900279998779,"Twenty|years|later|,|E.T.|is|still|a|cinematic|touchstone|.",19|19|20|18|17|14|14|13|12|12|16|13|15|15|16|17|18|21|20|21|0
"This fascinating experiment plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air .",0.666670024394989,"This|fascinating|experiment|plays|as|more|of|a|poetic|than|a|strict|reality|,|creating|an|intriguing|species|of|artifice|that|gives|The|Lady|and|the|Duke|something|of|a|theatrical|air|.",64|63|63|61|60|55|54|53|53|52|51|50|50|57|49|47|46|46|45|45|44|43|40|40|41|38|37|37|36|35|34|34|62|35|36|39|38|39|42|41|42|43|44|59|48|47|48|49|58|51|52|56|54|55|56|57|58|59|60|61|62|65|64|65|0
It 's virtually impossible to like any of these despicable characters .,0.31944000720977783,It|'s|virtually|impossible|to|like|any|of|these|despicable|characters|.,23|20|19|19|18|17|16|15|14|13|13|22|14|15|16|17|18|21|20|21|22|23|0
"This is mostly well-constructed fluff , which is all it seems intended to be .",0.5277799963951111,"This|is|mostly|well-constructed|fluff|,|which|is|all|it|seems|intended|to|be|.",29|26|26|23|23|24|22|21|20|19|18|17|16|16|28|17|18|19|20|21|22|25|24|25|27|27|28|29|0
"Even through its flaws , Revolution # 9 proves to be a compelling , interestingly told film .",0.7222200036048889,"Even|through|its|flaws|,|Revolution|#|9|proves|to|be|a|compelling|,|interestingly|told|film|.",34|32|31|31|30|28|27|27|26|25|24|23|23|22|21|19|19|20|20|21|22|35|24|25|26|29|28|29|30|33|32|33|34|35|0
The best way to describe it is as a cross between Paul Thomas Anderson 's Magnolia and David Lynch 's Mulholland Dr.,0.5,The|best|way|to|describe|it|is|as|a|cross|between|Paul|Thomas|Anderson|'s|Magnolia|and|David|Lynch|'s|Mulholland|Dr.,42|41|41|40|39|38|37|36|34|34|33|29|28|27|27|30|31|25|24|24|23|23|26|25|26|32|28|29|30|31|32|33|35|35|36|37|38|39|40|43|42|43|0
"Schepisi , aided by a cast that seems to include every top-notch British actor who did not appear in Gosford Park ( as well as one , Ms. Mirren , who did ) , has succeeded beyond all expectation .",0.8611099720001221,"Schepisi|,|aided|by|a|cast|that|seems|to|include|every|top-notch|British|actor|who|did|not|appear|in|Gosford|Park|(|as|well|as|one|,|Ms.|Mirren|,|who|did|)|,|has|succeeded|beyond|all|expectation|.",76|76|75|74|72|72|71|70|69|68|66|65|64|64|63|61|61|60|59|57|57|56|53|53|52|48|48|47|47|50|46|46|55|78|44|43|42|41|41|45|42|43|44|45|79|51|49|49|50|51|52|54|54|55|56|58|58|59|60|62|62|63|67|65|66|67|68|69|70|71|73|73|74|75|77|77|78|79|0
"Watching this film , one is left with the inescapable conclusion that Hitchens ' obsession with Kissinger is , at bottom , a sophisticated flower child 's desire to purge the world of the tooth and claw of human power .",0.6111099720001221,"Watching|this|film|,|one|is|left|with|the|inescapable|conclusion|that|Hitchens|'|obsession|with|Kissinger|is|,|at|bottom|,|a|sophisticated|flower|child|'s|desire|to|purge|the|world|of|the|tooth|and|claw|of|human|power|.",80|79|79|78|77|75|73|72|71|70|70|69|65|65|66|64|64|60|60|59|59|62|57|56|55|54|54|53|52|51|49|49|48|46|44|44|45|43|42|42|76|43|47|45|46|47|48|50|50|51|52|53|58|55|56|57|58|63|61|61|62|63|68|67|66|67|68|69|74|71|72|73|74|75|76|77|78|81|80|81|0
There is no denying the power of Polanski 's film ...,0.7777799963951111,There|is|no|denying|the|power|of|Polanski|'s|film|...,21|19|18|17|15|15|14|12|12|13|20|13|14|16|16|17|18|19|20|21|0
"The movie is amateurish , but it 's a minor treat .",0.6388900279998779,"The|movie|is|amateurish|,|but|it|'s|a|minor|treat|.",18|18|17|17|20|21|16|15|14|13|13|23|14|15|16|22|19|19|20|21|22|23|0
"This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",0.791670024394989,"This|charming|but|slight|tale|has|warmth|,|wit|and|interesting|characters|compassionately|portrayed|.",28|25|25|26|27|23|21|20|19|18|17|17|16|16|24|22|18|19|20|21|22|23|24|29|26|27|28|29|0
Offers a persuasive look at a defeated but defiant nation in flux .,0.7777799963951111,Offers|a|persuasive|look|at|a|defeated|but|defiant|nation|in|flux|.,24|23|23|21|20|18|15|15|16|17|14|14|22|19|16|17|18|19|20|21|22|25|24|25|0
A return to pure Disney magic and is enjoyable family fare .,0.8888900279998779,A|return|to|pure|Disney|magic|and|is|enjoyable|family|fare|.,21|21|20|19|19|16|16|15|13|13|14|18|14|15|17|17|18|23|20|22|22|23|0
Takes a fresh and absorbing look at a figure whose legacy had begun to bronze .,0.625,Takes|a|fresh|and|absorbing|look|at|a|figure|whose|legacy|had|begun|to|bronze|.,29|28|25|25|26|27|24|22|22|20|20|19|18|17|17|31|18|19|21|21|23|23|24|30|26|27|28|29|30|31|0
A triumph of pure craft and passionate heart .,0.9027799963951111,A|triumph|of|pure|craft|and|passionate|heart|.,15|15|14|11|11|12|10|10|17|13|12|13|14|16|16|17|0
"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",0.9305599927902222,"Gosling|creates|a|staggeringly|compelling|character|,|a|young|man|whose|sharp|intellect|is|at|the|very|root|of|his|contradictory|,|self-hating|,|self-destructive|ways|.",51|51|48|47|46|46|49|44|43|43|40|40|41|39|38|36|35|35|34|33|32|31|30|29|28|28|53|29|30|31|32|33|34|37|36|37|38|39|42|41|42|45|44|45|50|47|48|49|50|52|52|53|0
"Witty and often surprising , a dark little morality tale disguised as a romantic comedy .",0.833329975605011,"Witty|and|often|surprising|,|a|dark|little|morality|tale|disguised|as|a|romantic|comedy|.",29|29|28|28|27|25|24|23|22|22|20|19|18|17|17|21|18|19|20|21|26|23|24|25|26|27|31|30|30|31|0
"Even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , Scratch is great fun , full of the kind of energy it 's documenting .",0.708329975605011,"Even|as|it|pays|earnest|homage|to|turntablists|and|beat|jugglers|,|old|schoolers|and|current|innovators|,|Scratch|is|great|fun|,|full|of|the|kind|of|energy|it|'s|documenting|.",64|63|62|58|57|57|56|56|60|55|51|51|50|50|53|49|49|48|47|45|42|42|43|41|40|38|38|37|36|35|34|34|46|35|36|37|39|39|40|41|44|43|44|45|46|47|48|65|54|52|52|53|54|55|61|59|58|59|60|61|62|63|64|65|0
Got a David Lynch jones ?,0.5,Got|a|David|Lynch|jones|?,9|8|7|7|10|11|8|9|10|11|0
Then you 'd do well to check this one out because it 's straight up Twin Peaks action ...,0.7777799963951111,Then|you|'d|do|well|to|check|this|one|out|because|it|'s|straight|up|Twin|Peaks|action|...,37|36|34|31|31|30|28|27|27|29|26|25|23|23|22|21|20|20|35|21|22|24|24|25|26|33|28|29|30|32|32|33|34|35|36|37|0
Astonishing ... ( frames ) profound ethical and philosophical questions in the form of dazzling pop entertainment .,0.9305599927902222,Astonishing|...|(|frames|)|profound|ethical|and|philosophical|questions|in|the|form|of|dazzling|pop|entertainment|.,33|33|32|31|30|28|25|25|26|27|24|22|22|21|20|19|19|35|20|21|23|23|24|29|26|27|28|29|30|31|32|34|34|35|0
"Take Care is nicely performed by a quintet of actresses , but nonetheless it drags during its 112-minute length .",0.31944000720977783,"Take|Care|is|nicely|performed|by|a|quintet|of|actresses|,|but|nonetheless|it|drags|during|its|112-minute|length|.",34|34|32|32|31|30|28|28|27|27|36|37|26|25|24|23|22|21|21|39|22|23|24|25|26|38|29|29|30|31|33|33|35|35|36|37|38|39|0
It 's hard to fairly judge a film like RINGU when you 've seen the remake first .,0.5,It|'s|hard|to|fairly|judge|a|film|like|RINGU|when|you|'ve|seen|the|remake|first|.,35|33|32|31|30|29|26|26|25|25|24|23|22|20|19|19|21|34|20|21|22|23|24|28|27|27|28|29|30|31|32|33|34|35|0
"Many of the effective horror elements are dampened through familiarity , ( yet ) are worthwhile .",0.5,"Many|of|the|effective|horror|elements|are|dampened|through|familiarity|,|(|yet|)|are|worthwhile|.",32|31|29|28|28|27|26|22|22|23|24|21|20|20|18|18|19|19|33|21|25|23|24|25|26|27|30|29|30|31|32|33|0
One of the very best movies ever made about the life of moviemaking .,0.8472200036048889,One|of|the|very|best|movies|ever|made|about|the|life|of|moviemaking|.,26|25|24|22|22|23|21|19|18|16|16|15|15|20|17|17|18|19|20|21|27|23|24|25|26|27|0
Rarely does such high-profile talent serve such literate material .,0.6944400072097778,Rarely|does|such|high-profile|talent|serve|such|literate|material|.,19|17|15|14|14|13|12|11|11|18|12|13|16|15|16|17|18|19|0
An elegant and sly deadpan comedy .,0.7777799963951111,An|elegant|and|sly|deadpan|comedy|.,12|9|9|10|11|8|8|13|10|11|12|13|0
